GEO_ID,value,MarginOfError,state,county,tract,block group,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
060170302001,77.0,,06,017,030200,1,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703020012010,
060170302002,70.0,,06,017,030200,2,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703020022010,
060170302003,36.0,,06,017,030200,3,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703020032010,
060170302004,23.0,,06,017,030200,4,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703020042010,
060170302005,50.0,,06,017,030200,5,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703020052010,
060170303011,53.0,,06,017,030301,1,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030112010,
060170303012,121.0,,06,017,030301,2,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030122010,
060170303013,53.0,,06,017,030301,3,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030132010,
060170303021,64.0,,06,017,030302,1,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030212010,
060170303022,62.0,,06,017,030302,2,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030222010,
060170303023,68.0,,06,017,030302,3,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030232010,
060170303024,114.0,,06,017,030302,4,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703030242010,
060170304011,28.0,,06,017,030401,1,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040112010,
060170304012,70.0,,06,017,030401,2,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040122010,
060170304013,27.0,,06,017,030401,3,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040132010,
060170304014,56.0,,06,017,030401,4,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040142010,
060170304015,68.0,,06,017,030401,5,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040152010,
060170304021,31.0,,06,017,030402,1,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040212010,
060170304022,138.0,,06,017,030402,2,H016011,Renter Occupied 1 person household,Tenure by Household Size,2010,block group,dec/sf1,2010,0601703040222010,
