GEO_ID,value,MarginOfError,state,county,tract,block group,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
060170316011,8.0,,06,017,031601,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160112020,
060170316012,12.0,,06,017,031601,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160122020,
060170316013,1.0,,06,017,031601,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160132020,
060170316021,16.0,,06,017,031602,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160212020,
060170316022,5.0,,06,017,031602,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160222020,
060170320011,38.0,,06,017,032001,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703200112020,
060170320021,2.0,,06,017,032002,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703200212020,
060170320022,1.0,,06,017,032002,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703200222020,
060170302013,4.0,,06,017,030201,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020132020,
060170302011,22.0,,06,017,030201,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020112020,
060170302012,16.0,,06,017,030201,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020122020,
060170302021,23.0,,06,017,030202,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020212020,
060170302022,17.0,,06,017,030202,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020222020,
060170302023,9.0,,06,017,030202,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020232020,
060170303011,31.0,,06,017,030301,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030112020,
060170303012,14.0,,06,017,030301,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030122020,
060170303013,14.0,,06,017,030301,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030132020,
060170303021,33.0,,06,017,030302,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030212020,
060170303022,14.0,,06,017,030302,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030222020,
060170303023,12.0,,06,017,030302,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030232020,
060170303024,4.0,,06,017,030302,4,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030242020,
060170304021,43.0,,06,017,030402,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040212020,
060170304022,11.0,,06,017,030402,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040222020,
060170304023,7.0,,06,017,030402,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040232020,
060170304024,28.0,,06,017,030402,4,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040242020,
060170304025,12.0,,06,017,030402,5,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040252020,
060170304031,17.0,,06,017,030403,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040312020,
060170304032,10.0,,06,017,030403,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040322020,
060170304033,11.0,,06,017,030403,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040332020,
060170304041,19.0,,06,017,030404,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040412020,
060170304042,20.0,,06,017,030404,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040422020,
060170304043,14.0,,06,017,030404,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703040432020,
060170305021,38.0,,06,017,030502,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050212020,
060170305022,36.0,,06,017,030502,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050222020,
060170305023,45.0,,06,017,030502,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050232020,
060170305024,16.0,,06,017,030502,4,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050242020,
060170305041,57.0,,06,017,030504,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050412020,
060170305042,16.0,,06,017,030504,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050422020,
060170305043,48.0,,06,017,030504,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050432020,
060170305072,33.0,,06,017,030507,2,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050722020,
060170305061,62.0,,06,017,030506,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050612020,
060170305071,24.0,,06,017,030507,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050712020,
060170305073,14.0,,06,017,030507,3,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703050732020,
060610201041,26.0,,06,061,020104,1,H12_005N,Owner Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0606102010412020,
