GEO_ID,value,MarginOfError,state,county,tract,block group,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
060170316011,39.0,,06,017,031601,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160112020,
060170316012,32.0,,06,017,031601,2,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160122020,
060170316013,30.0,,06,017,031601,3,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160132020,
060170316021,44.0,,06,017,031602,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160212020,
060170316022,37.0,,06,017,031602,2,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703160222020,
060170320011,18.0,,06,017,032001,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703200112020,
060170320021,3.0,,06,017,032002,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703200212020,
060170320022,1.0,,06,017,032002,2,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703200222020,
060170302013,31.0,,06,017,030201,3,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020132020,
060170302011,20.0,,06,017,030201,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020112020,
060170302012,23.0,,06,017,030201,2,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020122020,
060170302021,16.0,,06,017,030202,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020212020,
060170302022,31.0,,06,017,030202,2,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020222020,
060170302023,20.0,,06,017,030202,3,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703020232020,
060170303011,21.0,,06,017,030301,1,H12_013N,Renter Occupied 3 person household,Tenure by Household Size,2020,block group,dec/dhc,2020,0601703030112020,
