GEO_ID,value,MarginOfError,state,county,block group,tract,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
06017030201,247.0,113,06,017,,030201,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170302012020,South Lake Tahoe
06017030202,150.0,101,06,017,,030202,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170302022020,South Lake Tahoe
06017030301,169.0,130,06,017,,030301,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170303012020,South Lake Tahoe
06017030302,100.0,89,06,017,,030302,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170303022020,South Lake Tahoe
06017030402,199.0,121,06,017,,030402,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170304022020,South Lake Tahoe
06017030403,0.0,13,06,017,,030403,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170304032020,South Lake Tahoe
06017030404,53.0,38,06,017,,030404,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170304042020,South Lake Tahoe
06017030502,0.0,13,06,017,,030502,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170305022020,Meyers
06017030504,5.0,11,06,017,,030504,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170305042020,South Lake Tahoe
06017030506,15.0,22,06,017,,030506,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170305062020,Meyers
06017030507,61.0,84,06,017,,030507,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170305072020,Meyers
06017031601,127.0,109,06,017,,031601,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170316012020,South Lake Tahoe
06017031602,90.0,71,06,017,,031602,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170316022020,South Lake Tahoe
06017032001,7.0,10,06,017,,032001,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170320012020,Tahoma
06017032002,10.0,10,06,017,,032002,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060170320022020,Tahoma
06061020104,18.0,26,06,061,,020104,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610201042020,Dollar Hill
06061020105,10.0,16,06,061,,020105,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610201052020,Carnelian Bay
06061020106,33.0,36,06,061,,020106,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610201062020,Tahoe Vista
06061020107,313.0,170,06,061,,020107,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610201072020,Kings Beach
06061022100,0.0,13,06,061,,022100,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610221002020,Tahoe Pines
06061022200,0.0,13,06,061,,022200,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610222002020,Tahoe City
06061022300,6.0,11,06,061,,022300,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,060610223002020,Homewood
32005001600,10.0,15,32,005,,001600,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,320050016002020,East Shore Douglas County
32005001700,57.0,45,32,005,,001700,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,320050017002020,East Shore Douglas County
32005001800,18.0,28,32,005,,001800,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,320050018002020,East Shore Douglas County
32031003305,50.0,45,32,031,,003305,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,320310033052020,Incline Village and Crystal Bay
32031003306,155.0,69,32,031,,003306,S1501_C01_008E,Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,Education,2022,tract,acs/acs5/subject,2020,320310033062020,Incline Village and Crystal Bay
