GEO_ID,value,MarginOfError,state,county,tract,block group,variable_code,variable_name,variable_category,year_sample,sample_level,dataset,census_geom_year,TRPAID,NEIGHBORHOOD
060170302011,0.0,13,06,017,030201,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020112020,
060170302012,55.0,49,06,017,030201,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020122020,
060170302013,0.0,13,06,017,030201,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020132020,
060170302021,0.0,13,06,017,030202,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020212020,
060170302022,0.0,13,06,017,030202,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020222020,
060170302023,37.0,46,06,017,030202,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703020232020,
060170303011,0.0,13,06,017,030301,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030112020,
060170303012,0.0,13,06,017,030301,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030122020,
060170303013,11.0,16,06,017,030301,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030132020,
060170303021,0.0,13,06,017,030302,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030212020,
060170303022,0.0,13,06,017,030302,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030222020,
060170303023,0.0,13,06,017,030302,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030232020,
060170303024,0.0,13,06,017,030302,4,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703030242020,
060170304021,0.0,13,06,017,030402,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040212020,
060170304022,0.0,13,06,017,030402,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040222020,
060170304023,0.0,13,06,017,030402,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040232020,
060170304024,0.0,13,06,017,030402,4,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040242020,
060170304025,8.0,14,06,017,030402,5,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040252020,
060170304031,0.0,13,06,017,030403,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040312020,
060170304032,25.0,30,06,017,030403,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040322020,
060170304033,6.0,11,06,017,030403,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040332020,
060170304041,59.0,64,06,017,030404,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040412020,
060170304042,19.0,25,06,017,030404,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040422020,
060170304043,1.0,7,06,017,030404,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703040432020,
060170305021,0.0,13,06,017,030502,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050212020,
060170305022,0.0,13,06,017,030502,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050222020,
060170305023,0.0,13,06,017,030502,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050232020,
060170305024,13.0,19,06,017,030502,4,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050242020,
060170305041,12.0,16,06,017,030504,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050412020,
060170305042,0.0,13,06,017,030504,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050422020,
060170305043,0.0,13,06,017,030504,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050432020,
060170305061,0.0,13,06,017,030506,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050612020,
060170305071,0.0,13,06,017,030507,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050712020,
060170305072,0.0,13,06,017,030507,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050722020,
060170305073,10.0,17,06,017,030507,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703050732020,
060170316011,5.0,10,06,017,031601,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703160112020,
060170316012,50.0,47,06,017,031601,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703160122020,
060170316013,31.0,48,06,017,031601,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703160132020,
060170316021,69.0,60,06,017,031602,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703160212020,
060170316022,0.0,13,06,017,031602,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703160222020,
060170320011,20.0,22,06,017,032001,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703200112020,
060170320021,0.0,13,06,017,032002,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703200212020,
060170320022,0.0,13,06,017,032002,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0601703200222020,
060610201041,0.0,13,06,061,020104,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010412020,
060610201042,19.0,31,06,061,020104,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010422020,
060610201043,0.0,13,06,061,020104,3,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010432020,
060610201051,0.0,13,06,061,020105,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010512020,
060610201052,12.0,17,06,061,020105,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010522020,
060610201061,0.0,13,06,061,020106,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010612020,
060610201062,0.0,13,06,061,020106,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010622020,
060610201071,94.0,81,06,061,020107,1,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010712020,
060610201072,16.0,25,06,061,020107,2,B25009_014E,Renter Occupied 4 person household,Tenure by Household Size,2022,block group,acs/acs5,2020,0606102010722020,
