Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied Households No Own Children under 18,HCT2_007N,Tenure by Prescence of Children,Decennial,dec/dhc,HCT2_007N,2020,2020,block group
Total Renter Occupied Housholds by Presence of Children,HCT2_008N,Tenure by Prescence of Children,Decennial,dec/dhc,HCT2_008N,2020,2020,block group
