Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied 2 person household,B25009_012,Tenure by Household Size,American Community Survey,acs/acs5,B25009_012,2022,2020,block group
Renter Occupied 3 person household,B25009_013,Tenure by Household Size,American Community Survey,acs/acs5,B25009_013,2022,2020,block group
