Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied 1 person household,H12_011N,Tenure by Household Size,Decennial,dec/dhc,H12_011N,2020,2020,block group
Renter Occupied 2 person household,H12_012N,Tenure by Household Size,Decennial,dec/dhc,H12_012N,2020,2020,block group
