Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Educational Attainment: Population 25 years and over: Some college no degree,S1501_C01_010,Education,American Community Survey,acs/acs5/subject,S1501_C01_010,2022,2020,tract
Educational Attainment: Population 25 years and over: Associates degree,S1501_C01_011,Education,American Community Survey,acs/acs5/subject,S1501_C01_011,2022,2020,tract
