Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied 5 person household,H12_007N,Tenure by Household Size,Decennial,dec/dhc,H12_007N,2020,2020,block group
Owner Occupied 6 person household,H12_008N,Tenure by Household Size,Decennial,dec/dhc,H12_008N,2020,2020,block group
