Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied 6 person household,B25009_016,Tenure by Household Size,American Community Survey,acs/acs5,B25009_016,2022,2020,block group
Renter Occupied 7 person or more household,B25009_017,Tenure by Household Size,American Community Survey,acs/acs5,B25009_017,2022,2020,block group
