Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied 7 person household,H12_009N,Tenure by Household Size,Decennial,dec/dhc,H12_009N,2020,2020,block group
Total Renter Occupied Housholds,H12_010N,Tenure by Household Size,Decennial,dec/dhc,H12_010N,2020,2020,block group
