Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied Households With Own Children under 6 years and 6 to 17 years,B25012_006,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_006,2022,2020,tract
Owner Occupied Households With Own Children 6 to 17 years,B25012_007,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_007,2022,2020,tract
