Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied Households No Own Children under 18,B25012_008,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_008,2022,2020,tract
Owner Occupied Households No Related Children under 18,B25012_009,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_009,2022,2020,tract
