Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Educational Attainment: Population 25 years and over: Associates degree,S1501_C01_011,Education,American Community Survey,acs/acs5/subject,S1501_C01_011,2010,2010,tract
Educational Attainment: Population 25 years and over: Bachelors degree,S1501_C01_012,Education,American Community Survey,acs/acs5/subject,S1501_C01_012,2010,2010,tract
