Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Median Age Female,P13_003N,Age,Decennial,dec/dhc,P13_003N,2020,2020,block group
Median Age Male,P13_002N,Age,Decennial,dec/dhc,P13_002N,2020,2020,block group
