Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied Households With Related Children under 18,B25012_003,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_003,2022,2020,block group
Owner Occupied Households With Own Children under 18,B25012_004,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_004,2022,2020,block group
