Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied 3 person household,H12_005N,Tenure by Household Size,Decennial,dec/dhc,H12_005N,2020,2020,block group
Owner Occupied 4 person household,H12_006N,Tenure by Household Size,Decennial,dec/dhc,H12_006N,2020,2020,block group
