Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied Households No Own Children under 18,B25012_016,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_016,2022,2020,tract
Renter Occupied Households No Related Children under 18,B25012_017,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_017,2022,2020,tract
