Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied 4 person household,B25009_014,Tenure by Household Size,American Community Survey,acs/acs5,B25009_014,2022,2020,block group
Renter Occupied 5 person household,B25009_015,Tenure by Household Size,American Community Survey,acs/acs5,B25009_015,2022,2020,block group
