Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Total Owner Occupied Housholds,B25009_002,Tenure by Household Size,American Community Survey,acs/acs5,B25009_002,2022,2020,block group
Owner Occupied 1 person household,B25009_003,Tenure by Household Size,American Community Survey,acs/acs5,B25009_003,2022,2020,block group
