Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied Households With Own Children under 18,HCT2_003N,Tenure by Prescence of Children,Decennial,dec/dhc,HCT2_003N,2020,2020,block group
Owner Occupied Households With Own Children under 6 years only,HCT2_004N,Tenure by Prescence of Children,Decennial,dec/dhc,HCT2_004N,2020,2020,block group
