Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Owner Occupied 4 person household,B25009_006,Tenure by Household Size,American Community Survey,acs/acs5,B25009_006,2022,2020,block group
Owner Occupied 5 person household,B25009_007,Tenure by Household Size,American Community Survey,acs/acs5,B25009_007,2022,2020,block group
