Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Group Quarters Population,B26001_001,Group Quarters,American Community Survey,acs/acs5,B26001_001,2022,2020,tract
Median Age Female,B01002_003,Age,American Community Survey,acs/acs5,B01002_003,2022,2020,block group
