Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied Households With Own Children under 6 years and 6 to 17 years,B25012_014,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_014,2022,2020,tract
Renter Occupied Households With Own Children 6 to 17 years,B25012_015,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_015,2022,2020,tract
