Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied Households With Own Children under 18,HCT2_009N,Tenure by Prescence of Children,Decennial,dec/dhc,HCT2_009N,2020,2020,block group
Renter Occupied Households With Own Children under 6 years only,HCT2_010N,Tenure by Prescence of Children,Decennial,dec/dhc,HCT2_010N,2020,2020,block group
