Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Educational Attainment: Population 18 to 24 Less than high school graduate,S1501_C01_002,Education,American Community Survey,acs/acs5/subject,S1501_C01_002,2022,2020,tract
Educational Attainment: Population 18 to 24: High school graduate,S1501_C01_003,Education,American Community Survey,acs/acs5/subject,S1501_C01_003,2022,2020,tract
