Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Total Renter Occupied Housholds by Presence of Children,B25012_010,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_010,2022,2020,tract
Renter Occupied Households With Related Children under 18,B25012_011,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_011,2022,2020,tract
