Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Educational Attainment: Population 25 years and over: Less than 9th grade,S1501_C01_007,Education,American Community Survey,acs/acs5/subject,S1501_C01_007,2010,2010,tract
Educational Attainment: Population 25 years and over: 9th to 12th grade no diploma,S1501_C01_008,Education,American Community Survey,acs/acs5/subject,S1501_C01_008,2010,2010,tract
