Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied Households With Own Children under 18,B25012_012,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_012,2022,2020,tract
Renter Occupied Households With Own Children under 6 years only,B25012_013,Tenure by Prescence of Children,American Community Survey,acs/acs5,B25012_013,2022,2020,tract
