Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Total Renter Occupied Housholds,B25009_010,Tenure by Household Size,American Community Survey,acs/acs5,B25009_010,2022,2020,block group
Renter Occupied 1 person household,B25009_011,Tenure by Household Size,American Community Survey,acs/acs5,B25009_011,2022,2020,block group
